ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1760890	1.00	3.29e-01	-0.980148	-5.77066	-0.0936043	SEPN1	selenoprotein N, 1
ILMN_1772686	1.00	3.29e-01	-0.979602	-5.77117	-0.2087589	FGD3	FYVE, RhoGEF and PH domain containing 3
ILMN_1726181	1.00	3.29e-01	0.979379	-5.77139	0.0487176	C19orf52	chromosome 19 open reading frame 52
ILMN_1702635	1.00	3.29e-01	0.979363	-5.7714	0.1460732	KLHDC10	kelch domain containing 10
ILMN_1695590	1.00	3.30e-01	-0.979223	-5.77153	-0.1439327	ADRB2	adrenoceptor beta 2
ILMN_1809951	1.00	3.30e-01	0.979197	-5.77156	0.099612	ZNF200	zinc finger protein 200
ILMN_1669252	1.00	3.30e-01	0.979107	-5.77164	0.0660179	CUL2	cullin 2
ILMN_1711078	1.00	3.30e-01	-0.979084	-5.77166	-0.1238999		
ILMN_1760347	1.00	3.30e-01	0.979067	-5.77168	0.1742815	SRGN	serglycin
ILMN_1679798	1.00	3.30e-01	-0.978932	-5.77181	-0.1810964	TLR9	toll like receptor 9
ILMN_1685978	1.00	3.30e-01	0.978702	-5.77202	0.1229315	ATPIF1	ATPase inhibitory factor 1
ILMN_1742869	1.00	3.30e-01	0.978547	-5.77217	0.0848625	TBC1D20	TBC1 domain family member 20
ILMN_1678546	1.00	3.30e-01	0.978463	-5.77225	0.0826498	PEX11B	peroxisomal biogenesis factor 11 beta
ILMN_1677043	1.00	3.30e-01	-0.97771	-5.77296	-0.0903734	AKR7A2	aldo-keto reductase family 7 member A2
ILMN_1680251	1.00	3.30e-01	0.977564	-5.77309	0.2695227	SORCS1	sortilin related VPS10 domain containing receptor 1
ILMN_1669930	1.00	3.30e-01	-0.977322	-5.77332	-0.1635695	LGALS8	galectin 8
ILMN_1727271	1.00	3.30e-01	0.977283	-5.77336	0.1049157	WARS	tryptophanyl-tRNA synthetase
ILMN_1743432	1.00	3.31e-01	0.97714	-5.77349	0.0514172	DGUOK	deoxyguanosine kinase
ILMN_1679929	1.00	3.31e-01	0.977104	-5.77353	0.086451	KLF13	Kruppel like factor 13
ILMN_1699459	1.00	3.31e-01	-0.976947	-5.77367	-0.0652033	NEK1	NIMA related kinase 1
ILMN_1678692	1.00	3.31e-01	0.976858	-5.77376	0.1125799	MPRIP	myosin phosphatase Rho interacting protein
ILMN_1771003	1.00	3.31e-01	-0.97639	-5.7742	-0.0692846	HAUS4	HAUS augmin like complex subunit 4
ILMN_1712430	1.00	3.31e-01	-0.976388	-5.7742	-0.1558139	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)
ILMN_1661383	1.00	3.31e-01	-0.976345	-5.77424	-0.0638643	CDC37L1	cell division cycle 37 like 1
ILMN_1660275	1.00	3.31e-01	0.976324	-5.77426	0.1276726	LDAH	lipid droplet associated hydrolase
ILMN_1706558	1.00	3.31e-01	-0.976222	-5.77436	-0.0969081	TRMT61B	tRNA methyltransferase 61B
ILMN_1732985	1.00	3.31e-01	0.976183	-5.77439	0.0793145	PHF20L1	PHD finger protein 20-like 1
ILMN_1734198	1.00	3.31e-01	0.97612	-5.77445	0.0595113	RNGTT	RNA guanylyltransferase and 5'-phosphatase
ILMN_1664034	1.00	3.31e-01	-0.975714	-5.77483	-0.1151844	ZNF485	zinc finger protein 485
ILMN_1758067	1.00	3.31e-01	0.975596	-5.77494	0.3938804	RGS4	regulator of G-protein signaling 4
ILMN_1678087	1.00	3.31e-01	0.975513	-5.77502	0.0984185	MAP3K4	mitogen-activated protein kinase kinase kinase 4
ILMN_1723962	1.00	3.31e-01	0.975367	-5.77516	0.1917358	LXN	latexin
ILMN_1670875	1.00	3.31e-01	-0.975296	-5.77523	-0.174581	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
ILMN_1657194	1.00	3.32e-01	0.97519	-5.77533	0.1546413	TSNAXIP1	translin associated factor X interacting protein 1
ILMN_1742433	1.00	3.32e-01	-0.974738	-5.77575	-0.0858574		
ILMN_1807515	1.00	3.32e-01	-0.974662	-5.77582	-0.059932	CSTF2T	cleavage stimulation factor subunit 2, tau variant
ILMN_1813400	1.00	3.32e-01	0.974488	-5.77598	0.0667853	CBR4	carbonyl reductase 4
ILMN_1664175	1.00	3.32e-01	0.974336	-5.77613	0.0826866		
ILMN_1661636	1.00	3.32e-01	-0.974209	-5.77625	-0.0590598	ZMYM2	zinc finger MYM-type containing 2
ILMN_1662364	1.00	3.32e-01	0.974196	-5.77626	0.0467626	AARS	alanyl-tRNA synthetase
ILMN_1797682	1.00	3.32e-01	0.974181	-5.77627	0.144458	INSL3	insulin like 3
ILMN_1723735	1.00	3.32e-01	-0.974137	-5.77631	-0.2171079		
ILMN_1654421	1.00	3.32e-01	0.974118	-5.77633	0.1219995	MPHOSPH9	M-phase phosphoprotein 9
ILMN_1728070	1.00	3.32e-01	-0.973915	-5.77652	-0.1427018	PLPP4	phospholipid phosphatase 4
ILMN_1696214	1.00	3.32e-01	0.973741	-5.77668	0.1254264	NHEJ1	non-homologous end joining factor 1
ILMN_1672105	1.00	3.32e-01	-0.973659	-5.77676	-0.0769715	TSPAN4	tetraspanin 4
ILMN_1657683	1.00	3.32e-01	-0.973566	-5.77685	-0.241463	C1orf198	chromosome 1 open reading frame 198
ILMN_1697544	1.00	3.32e-01	-0.973207	-5.77718	-0.1284195	SLC25A29	solute carrier family 25 member 29
ILMN_1673172	1.00	3.33e-01	-0.973124	-5.77726	-0.0711518	IFT52	intraflagellar transport 52
ILMN_1792679	1.00	3.33e-01	0.972924	-5.77745	0.1700027	ITGA5	integrin subunit alpha 5
ILMN_1723467	1.00	3.33e-01	-0.97289	-5.77748	-0.1360351	ITGB1	integrin subunit beta 1
ILMN_1737751	1.00	3.33e-01	-0.972311	-5.77802	-0.1889925	BOLL	boule homolog, RNA binding protein
ILMN_1689624	1.00	3.33e-01	-0.972278	-5.77805	-0.0904203	MINA	MYC induced nuclear antigen
ILMN_1793578	1.00	3.33e-01	-0.97217	-5.77816	-0.0895561	ZFP37	ZFP37 zinc finger protein
ILMN_1676047	1.00	3.33e-01	-0.97177	-5.77853	-0.1205962	MPND	MPN domain containing
ILMN_1663407	1.00	3.33e-01	-0.97174	-5.77856	-0.1090403	SURF1	surfeit 1
ILMN_1804263	1.00	3.33e-01	0.971544	-5.77874	0.0628413	ZNF76	zinc finger protein 76
ILMN_1663580	1.00	3.33e-01	-0.971507	-5.77878	-0.1966167	DPP6	dipeptidyl peptidase like 6
ILMN_1731048	1.00	3.33e-01	-0.971414	-5.77886	-0.2438245	TLR1	toll like receptor 1
ILMN_1708906	1.00	3.33e-01	-0.971295	-5.77897	-0.0462835	CNOT11	CCR4-NOT transcription complex subunit 11
ILMN_1652306	1.00	3.34e-01	-0.971135	-5.77912	-0.196988	MEGF10	multiple EGF like domains 10
ILMN_1676986	1.00	3.34e-01	0.970851	-5.77939	0.1894726	NPIPA1	nuclear pore complex interacting protein family member A1
ILMN_1670926	1.00	3.34e-01	0.970798	-5.77944	0.2200013	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
ILMN_1792435	1.00	3.34e-01	-0.970792	-5.77944	-0.1037777	STAG1	stromal antigen 1
ILMN_1736546	1.00	3.34e-01	0.970525	-5.77969	0.1736145	SLC16A14	solute carrier family 16 member 14
ILMN_1686895	1.00	3.34e-01	-0.970334	-5.77987	-0.0844556	LGR4	leucine rich repeat containing G protein-coupled receptor 4
ILMN_1771652	1.00	3.34e-01	-0.970022	-5.78016	-0.1570713	BAIAP2L2	BAI1 associated protein 2 like 2
ILMN_1784113	1.00	3.34e-01	0.969712	-5.78045	0.0963737	NAT14	N-acetyltransferase 14 (putative)
ILMN_1785113	1.00	3.35e-01	0.969122	-5.781	0.0593783	MUT	methylmalonyl-CoA mutase
ILMN_1656540	1.00	3.35e-01	0.969105	-5.78102	0.0917654	RUVBL1	RuvB like AAA ATPase 1
ILMN_1772719	1.00	3.35e-01	0.969077	-5.78104	0.0465078	GPN1	GPN-loop GTPase 1
ILMN_1682316	1.00	3.35e-01	0.969031	-5.78109	0.0843531	TRIM33	tripartite motif containing 33
ILMN_1697787	1.00	3.35e-01	-0.968738	-5.78136	-0.139046	HIP1	huntingtin interacting protein 1
ILMN_1751572	1.00	3.35e-01	0.968516	-5.78157	0.0941436	TLE1	transducin like enhancer of split 1
ILMN_1654028	1.00	3.35e-01	-0.968475	-5.78161	-0.1630886	DHCR7	7-dehydrocholesterol reductase
ILMN_1815445	1.00	3.35e-01	0.968424	-5.78165	0.1169467	IDS	iduronate 2-sulfatase
ILMN_1699357	1.00	3.35e-01	0.968411	-5.78167	0.1245373	SLC22A5	solute carrier family 22 member 5
ILMN_1687743	1.00	3.35e-01	0.967966	-5.78208	0.1028843	BTBD7	BTB domain containing 7
ILMN_1705324	1.00	3.35e-01	0.967637	-5.78239	0.2736919	RBFOX3	RNA binding protein, fox-1 homolog 3
ILMN_1748642	1.00	3.35e-01	0.967464	-5.78255	0.172833	MORN5	MORN repeat containing 5
ILMN_1784230	1.00	3.36e-01	-0.966903	-5.78307	-0.0725904	TRIM43	tripartite motif containing 43
ILMN_1752947	1.00	3.36e-01	0.966841	-5.78313	0.0747882	COPRS	coordinator of PRMT5 and differentiation stimulator
ILMN_1697469	1.00	3.36e-01	-0.96675	-5.78321	-0.0722575	SRSF6	serine and arginine rich splicing factor 6
ILMN_1802377	1.00	3.36e-01	-0.966749	-5.78321	-0.1698781	IQCG	IQ motif containing G
ILMN_1679880	1.00	3.36e-01	0.966696	-5.78326	0.0877333	THOC6	THO complex 6
ILMN_1695792	1.00	3.36e-01	-0.966671	-5.78329	-0.0732389	CUL4A	cullin 4A
ILMN_1661860	1.00	3.36e-01	-0.966649	-5.78331	-0.1145999	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4
ILMN_1693679	1.00	3.36e-01	-0.96657	-5.78338	-0.1044487		
ILMN_1666451	1.00	3.36e-01	-0.966492	-5.78345	-0.1572009	ITGB4	integrin subunit beta 4
ILMN_1709233	1.00	3.36e-01	0.966428	-5.78351	0.1638372	F5	coagulation factor V
ILMN_1672437	1.00	3.36e-01	-0.966369	-5.78357	-0.0637761	NAT8L	N-acetyltransferase 8 like
ILMN_1697536	1.00	3.36e-01	-0.96612	-5.7838	-0.1165814	SNPH	syntaphilin
ILMN_1784287	1.00	3.36e-01	0.965891	-5.78401	0.163294	TGFBR3	transforming growth factor beta receptor 3
ILMN_1784467	1.00	3.36e-01	0.965865	-5.78404	0.1060921	NUP210	nucleoporin 210
ILMN_1677396	1.00	3.36e-01	0.965661	-5.78423	0.0988485	NDFIP2	Nedd4 family interacting protein 2
ILMN_1745119	1.00	3.36e-01	-0.965658	-5.78423	-0.067687	MPLKIP	M-phase specific PLK1 interacting protein
ILMN_1809402	1.00	3.36e-01	-0.965549	-5.78433	-0.2563647	MAN2A1	mannosidase alpha class 2A member 1
ILMN_1790953	1.00	3.36e-01	-0.965509	-5.78437	-0.0874676	TBCB	tubulin folding cofactor B
ILMN_1659914	1.00	3.37e-01	-0.964843	-5.78499	-0.2320063	AK8	adenylate kinase 8
ILMN_1657436	1.00	3.37e-01	-0.964676	-5.78514	-0.0817744	FGFR1OP2	FGFR1 oncogene partner 2
ILMN_1700822	1.00	3.37e-01	-0.964563	-5.78525	-0.1073679	DPP3	dipeptidyl peptidase 3
ILMN_1769822	1.00	3.37e-01	-0.964428	-5.78537	-0.1311681	PLAA	phospholipase A2 activating protein
ILMN_1669898	1.00	3.37e-01	-0.964337	-5.78546	-0.2308783	EGFL7	EGF like domain multiple 7
ILMN_1768962	1.00	3.37e-01	0.9643	-5.78549	0.088826	AKAP8L	A-kinase anchoring protein 8 like
ILMN_1688606	1.00	3.37e-01	0.963723	-5.78603	0.1651001	RNFT1	ring finger protein, transmembrane 1
ILMN_1778425	1.00	3.37e-01	0.963715	-5.78603	0.2759712	DPP10	dipeptidyl peptidase like 10
ILMN_1754547	1.00	3.37e-01	0.963639	-5.7861	0.156427	R3HDM1	R3H domain containing 1
ILMN_1673282	1.00	3.37e-01	-0.963569	-5.78617	-0.2184695	LAMP2	lysosomal associated membrane protein 2
ILMN_1793017	1.00	3.38e-01	0.962972	-5.78672	0.114389	DGKQ	diacylglycerol kinase theta
ILMN_1701094	1.00	3.38e-01	-0.962895	-5.78679	-0.1398739	CLN8	ceroid-lipofuscinosis, neuronal 8
ILMN_1739257	1.00	3.38e-01	0.962771	-5.78691	0.0501432	EIF3E	eukaryotic translation initiation factor 3 subunit E
ILMN_1777049	1.00	3.38e-01	-0.962517	-5.78714	-0.1014945	ZNF160	zinc finger protein 160
ILMN_1811327	1.00	3.38e-01	0.962474	-5.78718	0.0607787	MRPL27	mitochondrial ribosomal protein L27
ILMN_1800897	1.00	3.38e-01	0.96245	-5.78721	0.0434175	NRDC	nardilysin convertase
ILMN_1658269	1.00	3.38e-01	0.962033	-5.78759	0.0765069	NUP93	nucleoporin 93
ILMN_1697594	1.00	3.38e-01	-0.961953	-5.78767	-0.1504249	ANKRD28	ankyrin repeat domain 28
ILMN_1814924	1.00	3.38e-01	0.9617	-5.7879	0.1104506	NXPE3	neurexophilin and PC-esterase domain family member 3
ILMN_1703565	1.00	3.38e-01	-0.961204	-5.78836	-0.0477668	GLTSCR2	glioma tumor suppressor candidate region gene 2
ILMN_1811104	1.00	3.39e-01	0.961122	-5.78844	0.0682477	POGLUT1	protein O-glucosyltransferase 1
ILMN_1699570	1.00	3.39e-01	-0.961	-5.78855	-0.0504124	TPD52L2	tumor protein D52 like 2
ILMN_1790315	1.00	3.39e-01	0.960937	-5.78861	0.1469261	CFAP69	cilia and flagella associated protein 69
ILMN_1736689	1.00	3.39e-01	-0.960892	-5.78865	-0.1333676	PC	pyruvate carboxylase
ILMN_1784218	1.00	3.39e-01	0.960823	-5.78871	0.059151	DDX23	DEAD-box helicase 23
ILMN_1753819	1.00	3.39e-01	-0.960779	-5.78875	-0.1935281	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
ILMN_1673936	1.00	3.39e-01	0.96054	-5.78897	0.0821749	KHSRP	KH-type splicing regulatory protein
ILMN_1765532	1.00	3.39e-01	-0.960412	-5.78909	-0.1091654	NELFE	negative elongation factor complex member E
ILMN_1670377	1.00	3.39e-01	0.95982	-5.78964	0.0840485	ZNF20	zinc finger protein 20
ILMN_1665311	1.00	3.39e-01	0.959648	-5.7898	0.1682604	STH	saitohin
ILMN_1768486	1.00	3.39e-01	-0.959324	-5.7901	-0.0849335	VPS41	VPS41, HOPS complex subunit
ILMN_1749009	1.00	3.39e-01	-0.959321	-5.7901	-0.0496295	REXO2	RNA exonuclease 2
ILMN_1684051	1.00	3.39e-01	-0.959224	-5.79019	-0.1183494	WASF2	WAS protein family member 2
ILMN_1781966	1.00	3.40e-01	0.959127	-5.79028	0.0968344	OSBP2	oxysterol binding protein 2
ILMN_1740231	1.00	3.40e-01	0.959068	-5.79033	0.2478041	ELMO1	engulfment and cell motility 1
ILMN_1679177	1.00	3.40e-01	-0.958651	-5.79072	-0.0750446	MARS2	methionyl-tRNA synthetase 2, mitochondrial
ILMN_1669727	1.00	3.40e-01	-0.958466	-5.79089	-0.2169881	WAC	WW domain containing adaptor with coiled-coil
ILMN_1680782	1.00	3.40e-01	-0.958419	-5.79093	-0.074831	PATL1	PAT1 homolog 1, processing body mRNA decay factor
ILMN_1788625	1.00	3.40e-01	-0.958094	-5.79123	-0.048728	EXOC5	exocyst complex component 5
ILMN_1796925	1.00	3.40e-01	-0.957894	-5.79142	-0.133263	CXADR	coxsackie virus and adenovirus receptor
ILMN_1659744	1.00	3.40e-01	-0.95782	-5.79149	-0.1107888		
ILMN_1808779	1.00	3.40e-01	-0.957738	-5.79156	-0.0536894	CSTF3	cleavage stimulation factor subunit 3
ILMN_1652474	1.00	3.40e-01	-0.957417	-5.79186	-0.0719061	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
ILMN_1711909	1.00	3.40e-01	-0.957363	-5.79191	-0.0880137	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
ILMN_1795865	1.00	3.40e-01	0.957286	-5.79198	0.1305848	FGFRL1	fibroblast growth factor receptor-like 1
ILMN_1686434	1.00	3.41e-01	-0.956995	-5.79225	-0.1286209	NME9	NME/NM23 family member 9
ILMN_1697670	1.00	3.41e-01	-0.956969	-5.79227	-0.0562977	SRRM1	serine and arginine repetitive matrix 1
ILMN_1745852	1.00	3.41e-01	0.956936	-5.7923	0.1492809	WDR33	WD repeat domain 33
ILMN_1652128	1.00	3.41e-01	-0.956826	-5.7924	-0.0737869	LMBRD1	LMBR1 domain containing 1
ILMN_1801600	1.00	3.41e-01	0.956624	-5.79259	0.0675187	CCDC97	coiled-coil domain containing 97
ILMN_1657838	1.00	3.41e-01	0.956614	-5.7926	0.1774186	KDM8	lysine demethylase 8
ILMN_1675797	1.00	3.41e-01	0.956544	-5.79266	0.1674526	EPDR1	ependymin related 1
ILMN_1752728	1.00	3.41e-01	-0.956067	-5.7931	-0.0645071	FUCA1	fucosidase, alpha-L- 1, tissue
ILMN_1767811	1.00	3.41e-01	0.955728	-5.79341	0.1141861	ZNF416	zinc finger protein 416
ILMN_1692816	1.00	3.41e-01	0.955519	-5.7936	0.0826034	TIGD5	tigger transposable element derived 5
ILMN_1673493	1.00	3.41e-01	-0.955386	-5.79373	-0.2011825	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
ILMN_1808860	1.00	3.41e-01	-0.955358	-5.79375	-0.0613674	STX5	syntaxin 5
ILMN_1683792	1.00	3.41e-01	-0.955289	-5.79382	-0.1490701	LAP3	leucine aminopeptidase 3
ILMN_1754531	1.00	3.41e-01	0.95522	-5.79388	0.0794959	AP4E1	adaptor related protein complex 4 epsilon 1 subunit
ILMN_1810107	1.00	3.41e-01	0.955213	-5.79389	0.0962189	C17orf74	chromosome 17 open reading frame 74
ILMN_1769839	1.00	3.42e-01	-0.954866	-5.79421	-0.1969547	L1TD1	LINE1 type transposase domain containing 1
ILMN_1668748	1.00	3.42e-01	0.954533	-5.79451	0.1021551	MED15	mediator complex subunit 15
ILMN_1687751	1.00	3.42e-01	-0.954288	-5.79474	-0.1143606	BAALC	brain and acute leukemia, cytoplasmic
ILMN_1651262	1.00	3.42e-01	0.954139	-5.79487	0.0520129	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ILMN_1683160	1.00	3.42e-01	0.954019	-5.79498	0.1311867	MECR	mitochondrial trans-2-enoyl-CoA reductase
ILMN_1778681	1.00	3.42e-01	0.953838	-5.79515	0.2592212	EBF1	early B-cell factor 1
ILMN_1808712	1.00	3.42e-01	0.953818	-5.79517	0.0716847	RNF40	ring finger protein 40
ILMN_1688299	1.00	3.42e-01	0.953738	-5.79524	0.1080096	RCAN3	RCAN family member 3
ILMN_1683719	1.00	3.43e-01	0.952689	-5.7962	0.0564478	CTDNEP1	CTD nuclear envelope phosphatase 1
ILMN_1735093	1.00	3.43e-01	-0.952523	-5.79636	-0.089683	TIMELESS	timeless circadian clock
ILMN_1773496	1.00	3.43e-01	0.952438	-5.79643	0.0751228	THOC5	THO complex 5
ILMN_1737462	1.00	3.43e-01	0.952263	-5.7966	0.0974479	OXR1	oxidation resistance 1
ILMN_1694279	1.00	3.43e-01	-0.952221	-5.79663	-0.0986954	GLB1L	galactosidase beta 1 like
ILMN_1651610	1.00	3.43e-01	-0.952199	-5.79665	-0.1187609	SPRY1	sprouty RTK signaling antagonist 1
ILMN_1728471	1.00	3.43e-01	-0.951666	-5.79714	-0.0463217	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
ILMN_1676616	1.00	3.43e-01	-0.951618	-5.79719	-0.1662705	PTPRZ1	protein tyrosine phosphatase, receptor type Z1
ILMN_1746091	1.00	3.43e-01	-0.95158	-5.79722	-0.1021957	C11orf71	chromosome 11 open reading frame 71
ILMN_1652027	1.00	3.43e-01	0.951469	-5.79732	0.1236617	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
ILMN_1780025	1.00	3.43e-01	0.951375	-5.79741	0.0667996	TEPSIN	TEPSIN, adaptor related protein complex 4 accessory protein
ILMN_1695199	1.00	3.44e-01	0.95114	-5.79762	0.1627464	HIST1H4H	histone cluster 1, H4h
ILMN_1777011	1.00	3.44e-01	-0.950727	-5.798	-0.1925076		
ILMN_1721225	1.00	3.44e-01	0.950644	-5.79808	0.0489978	AAR2	AAR2 splicing factor homolog
ILMN_1670110	1.00	3.44e-01	0.950398	-5.7983	0.1632446	BTBD6	BTB domain containing 6
ILMN_1804854	1.00	3.44e-01	-0.950242	-5.79845	-0.1118322	CTNNA1	catenin alpha 1
ILMN_1673711	1.00	3.44e-01	0.949853	-5.7988	0.0689116	HSP90AB1	heat shock protein 90 alpha family class B member 1
ILMN_1741175	1.00	3.44e-01	0.949811	-5.79884	0.0937369	RAB11FIP2	RAB11 family interacting protein 2
ILMN_1737107	1.00	3.44e-01	0.949787	-5.79886	0.134149	LTBP3	latent transforming growth factor beta binding protein 3
ILMN_1749868	1.00	3.44e-01	0.949586	-5.79905	0.1082407	FAM171A1	family with sequence similarity 171 member A1
ILMN_1815190	1.00	3.44e-01	-0.949583	-5.79905	-0.1148315	METTL1	methyltransferase like 1
ILMN_1813641	1.00	3.44e-01	-0.949543	-5.79909	-0.1000368	TOR4A	torsin family 4 member A
ILMN_1812297	1.00	3.45e-01	0.949093	-5.7995	0.2320344	CYP26B1	cytochrome P450 family 26 subfamily B member 1
ILMN_1718815	1.00	3.45e-01	-0.948755	-5.79981	-0.1148766	SLTM	SAFB like transcription modulator
ILMN_1815552	1.00	3.45e-01	0.948736	-5.79982	0.0805763	NTAN1	N-terminal asparagine amidase
ILMN_1704795	1.00	3.45e-01	0.948687	-5.79987	0.1214457	MARK3	microtubule affinity regulating kinase 3
ILMN_1808326	1.00	3.45e-01	-0.948302	-5.80022	-0.1333289	NPAS3	neuronal PAS domain protein 3
ILMN_1713422	1.00	3.45e-01	-0.948003	-5.80049	-0.2246484	ST18	ST18, C2H2C-type zinc finger
ILMN_1720945	1.00	3.45e-01	-0.948	-5.8005	-0.1512689	SMYD2	SET and MYND domain containing 2
ILMN_1673660	1.00	3.45e-01	0.94797	-5.80052	0.0982195		
ILMN_1759883	1.00	3.45e-01	-0.947963	-5.80053	-0.1382558	SRP9	signal recognition particle 9
ILMN_1757636	1.00	3.45e-01	-0.947884	-5.8006	-0.1855593	SETD9	SET domain containing 9
ILMN_1763002	1.00	3.45e-01	0.94765	-5.80081	0.116972	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
ILMN_1716518	1.00	3.45e-01	0.947278	-5.80115	0.0624709	NACA	nascent polypeptide-associated complex alpha subunit
ILMN_1814871	1.00	3.46e-01	0.947	-5.80141	0.1243553	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)
ILMN_1815933	1.00	3.46e-01	-0.946765	-5.80162	-0.044985	MRM2	mitochondrial rRNA methyltransferase 2
ILMN_1726989	1.00	3.46e-01	0.946247	-5.80209	0.1177988	FAAP20	Fanconi anemia core complex associated protein 20
ILMN_1764396	1.00	3.46e-01	-0.945747	-5.80255	-0.1026127	HDAC4	histone deacetylase 4
ILMN_1778464	1.00	3.46e-01	-0.945668	-5.80262	-0.0675219	TRAPPC10	trafficking protein particle complex 10
ILMN_1797342	1.00	3.46e-01	-0.945382	-5.80288	-0.1001316	FNBP1	formin binding protein 1
ILMN_1659529	1.00	3.46e-01	-0.945321	-5.80294	-0.233625	SLC15A3	solute carrier family 15 member 3
ILMN_1711514	1.00	3.47e-01	0.945165	-5.80308	0.3520049	COCH	cochlin
ILMN_1726839	1.00	3.47e-01	-0.944934	-5.80329	-0.0677512	DCUN1D5	defective in cullin neddylation 1 domain containing 5
ILMN_1721833	1.00	3.47e-01	0.94483	-5.80338	0.1379461	IER5	immediate early response 5
ILMN_1675239	1.00	3.47e-01	-0.944671	-5.80353	-0.088952	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
ILMN_1797425	1.00	3.47e-01	-0.944616	-5.80358	-0.0737923	DDX55	DEAD-box helicase 55
ILMN_1703403	1.00	3.47e-01	-0.944392	-5.80378	-0.125869	HLA-B	major histocompatibility complex, class I, B
ILMN_1656940	1.00	3.47e-01	-0.944096	-5.80405	-0.1514589	ABLIM3	actin binding LIM protein family member 3
ILMN_1703718	1.00	3.47e-01	-0.943916	-5.80422	-0.0621441	CCT7	chaperonin containing TCP1 subunit 7
ILMN_1776647	1.00	3.47e-01	-0.943696	-5.80442	-0.2944983	BCAS1	breast carcinoma amplified sequence 1
ILMN_1797964	1.00	3.48e-01	-0.943142	-5.80492	-0.0845252	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
ILMN_1745699	1.00	3.48e-01	-0.943115	-5.80494	-0.0605283	METTL2A	methyltransferase like 2A
ILMN_1775739	1.00	3.48e-01	-0.943087	-5.80497	-0.1702106	CDH20	cadherin 20
ILMN_1655684	1.00	3.48e-01	-0.943034	-5.80502	-0.0721917	SARS2	seryl-tRNA synthetase 2, mitochondrial
ILMN_1776674	1.00	3.48e-01	0.942729	-5.80529	0.0846993	SAC3D1	SAC3 domain containing 1
ILMN_1695386	1.00	3.48e-01	-0.942619	-5.80539	-0.0945733	RAD51C	RAD51 paralog C
ILMN_1802348	1.00	3.48e-01	-0.942522	-5.80548	-0.080585	SLC36A4	solute carrier family 36 member 4
ILMN_1799516	1.00	3.48e-01	0.942341	-5.80565	0.0896385	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
ILMN_1652748	1.00	3.48e-01	-0.94228	-5.8057	-0.0647003		
ILMN_1734316	1.00	3.48e-01	0.942168	-5.8058	0.0892505		
ILMN_1683827	1.00	3.48e-01	0.941472	-5.80643	0.0981515	CHMP3	charged multivesicular body protein 3
ILMN_1784217	1.00	3.48e-01	0.94138	-5.80652	0.1250353	SOX15	SRY-box 15
ILMN_1808816	1.00	3.49e-01	0.941318	-5.80657	0.0819832	PYGO2	pygopus family PHD finger 2
ILMN_1684016	1.00	3.49e-01	0.941127	-5.80675	0.1660926	TMEM257	transmembrane protein 257
ILMN_1662021	1.00	3.49e-01	-0.940791	-5.80705	-0.1490719	ZNF326	zinc finger protein 326
ILMN_1746696	1.00	3.49e-01	0.940771	-5.80707	0.1124419	PDS5B	PDS5 cohesin associated factor B
ILMN_1797578	1.00	3.49e-01	-0.940624	-5.8072	-0.1078714	CASP10	caspase 10
ILMN_1760180	1.00	3.49e-01	0.94036	-5.80744	0.0910912	MID2	midline 2
ILMN_1776777	1.00	3.49e-01	0.939956	-5.80781	0.0480256	ADAR	adenosine deaminase, RNA specific
ILMN_1792473	1.00	3.49e-01	-0.939921	-5.80784	-0.2311427	AIF1	allograft inflammatory factor 1
ILMN_1662130	1.00	3.49e-01	0.939464	-5.80825	0.0559906		
ILMN_1753500	1.00	3.50e-01	-0.938781	-5.80887	-0.0756001	ARHGAP12	Rho GTPase activating protein 12
ILMN_1801246	1.00	3.50e-01	-0.938607	-5.80903	-0.1709704	IFITM1	interferon induced transmembrane protein 1
ILMN_1671242	1.00	3.50e-01	-0.938509	-5.80912	-0.1426455	MICALL1	MICAL like 1
ILMN_1672122	1.00	3.50e-01	0.938501	-5.80912	0.0849372		
ILMN_1711368	1.00	3.50e-01	-0.938255	-5.80935	-0.0876859	TRAPPC9	trafficking protein particle complex 9
ILMN_1815043	1.00	3.50e-01	0.938234	-5.80936	0.0557383	MRPS2	mitochondrial ribosomal protein S2
ILMN_1688295	1.00	3.50e-01	0.938151	-5.80944	0.1310493	ZNF219	zinc finger protein 219
